Latitude (decimal degrees):	44.852
Longitude (decimal degrees):	11.207
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230115:1710,0.0,0.0,0.0,0.0,0.0,6.62,2.14,0.0
20230115:1810,0.0,0.0,0.0,0.0,0.0,6.42,2.21,0.0
20230115:1910,0.0,0.0,0.0,0.0,0.0,5.92,1.59,0.0
20230115:2010,0.0,0.0,0.0,0.0,0.0,5.86,1.17,0.0
20230115:2110,0.0,0.0,0.0,0.0,0.0,5.83,1.31,0.0
20230115:2210,0.0,0.0,0.0,0.0,0.0,5.82,1.38,0.0
20230115:2310,0.0,0.0,0.0,0.0,0.0,5.81,1.31,0.0
20230116:0010,0.0,0.0,0.0,0.0,0.0,5.8,1.45,0.0
20230116:0110,0.0,0.0,0.0,0.0,0.0,5.93,1.24,0.0
20230116:0210,0.0,0.0,0.0,0.0,0.0,6.0,1.17,0.0
20230116:0310,0.0,0.0,0.0,0.0,0.0,5.95,0.83,0.0
20230116:0410,0.0,0.0,0.0,0.0,0.0,5.86,0.48,0.0
20230116:0510,0.0,0.0,0.0,0.0,0.0,5.76,0.55,0.0
20230116:0610,0.0,0.0,0.0,0.0,0.0,5.59,0.48,0.0
20230116:0710,43.68,8.77,10.26,0.27,2.47,5.42,0.69,0.0
20230116:0810,214.86,3.11,52.01,1.32,10.74,5.7,0.48,0.0
20230116:0910,535.92,12.32,104.45,2.68,17.45,6.37,0.41,0.0
20230116:1010,222.18,0.0,56.81,1.43,22.07,6.98,1.03,0.0
20230116:1110,689.58,8.72,137.36,3.51,24.12,8.06,2.07,0.0
20230116:1210,333.3,0.0,79.0,1.99,23.37,8.82,2.14,0.0
20230116:1310,108.66,0.0,33.73,0.85,19.9,9.61,2.14,0.0
20230116:1410,54.36,0.0,21.3,0.54,14.11,9.24,1.86,0.0
20230116:1510,106.38,4.2,29.1,0.74,6.51,9.21,2.07,0.0
20230116:1610,0.0,0.0,0.0,0.0,0.0,8.21,2.07,0.0
20230116:1710,0.0,0.0,0.0,0.0,0.0,7.5,2.28,0.0
20230116:1810,0.0,0.0,0.0,0.0,0.0,7.21,2.55,0.0
20230116:1910,0.0,0.0,0.0,0.0,0.0,6.08,1.1,0.0
20230116:2010,0.0,0.0,0.0,0.0,0.0,5.43,1.59,0.0
20230116:2110,0.0,0.0,0.0,0.0,0.0,4.66,1.52,0.0
20230116:2210,0.0,0.0,0.0,0.0,0.0,4.39,0.9,0.0
20230116:2310,0.0,0.0,0.0,0.0,0.0,3.57,1.31,0.0
20230117:0010,0.0,0.0,0.0,0.0,0.0,3.9,0.83,0.0
20230117:0110,0.0,0.0,0.0,0.0,0.0,3.51,0.97,0.0
20230117:0210,0.0,0.0,0.0,0.0,0.0,2.9,1.38,0.0
20230117:0310,0.0,0.0,0.0,0.0,0.0,2.54,1.24,0.0
20230117:0410,0.0,0.0,0.0,0.0,0.0,2.37,1.03,0.0
20230117:0510,0.0,0.0,0.0,0.0,0.0,1.45,1.52,0.0
20230117:0610,0.0,0.0,0.0,0.0,0.0,1.7,1.93,0.0
20230117:0710,9.42,0.0,8.88,0.22,2.57,2.28,2.69,0.0
20230117:0810,56.28,0.0,21.3,0.54,10.86,3.33,2.69,0.0
20230117:0910,248.58,0.0,61.24,1.54,17.59,4.21,3.17,0.0
20230117:1010,265.92,0.0,64.79,1.63,22.23,5.08,3.79,0.0
20230117:1110,255.48,0.0,63.02,1.59,24.31,6.08,3.59,0.0
20230117:1210,161.88,0.0,44.38,1.12,23.57,6.03,3.93,0.0
20230117:1310,201.54,0.0,52.37,1.32,20.11,6.05,4.41,0.0
20230117:1410,232.74,0.0,58.58,1.48,14.32,6.07,3.38,0.0
20230117:1510,82.44,0.0,27.52,0.69,6.72,5.89,3.1,0.0
20230117:1610,0.0,0.0,0.0,0.0,0.0,5.59,1.79,0.0
20230117:1710,0.0,0.0,0.0,0.0,0.0,5.51,1.03,0.0
20230117:1810,0.0,0.0,0.0,0.0,0.0,5.43,1.1,0.0
20230117:1910,0.0,0.0,0.0,0.0,0.0,5.75,1.59,0.0
20230117:2010,0.0,0.0,0.0,0.0,0.0,5.57,1.93,0.0
20230117:2110,0.0,0.0,0.0,0.0,0.0,5.4,1.86,0.0
20230117:2210,0.0,0.0,0.0,0.0,0.0,5.27,1.52,0.0
20230117:2310,0.0,0.0,0.0,0.0,0.0,5.26,1.45,0.0
20230118:0010,0.0,0.0,0.0,0.0,0.0,5.17,1.52,0.0
20230118:0110,0.0,0.0,0.0,0.0,0.0,5.03,1.52,0.0
20230118:0210,0.0,0.0,0.0,0.0,0.0,4.61,1.52,0.0
20230118:0310,0.0,0.0,0.0,0.0,0.0,4.39,1.52,0.0
20230118:0410,0.0,0.0,0.0,0.0,0.0,3.66,1.59,0.0
20230118:0510,0.0,0.0,0.0,0.0,0.0,3.04,1.38,0.0
20230118:0610,0.0,0.0,0.0,0.0,0.0,2.62,0.97,0.0
20230118:0710,45.42,8.09,11.15,0.29,2.68,2.51,0.41,0.0
20230118:0810,556.56,39.52,80.01,2.08,10.99,3.15,0.0,0.0
20230118:0910,1614.66,157.77,160.51,4.58,17.74,4.13,0.62,0.0
20230118:1010,2805.12,359.95,204.68,7.04,22.41,5.64,0.97,0.0
20230118:1110,3920.58,681.17,149.19,9.1,24.51,6.91,1.1,0.0
20230118:1210,811.44,17.42,151.67,3.91,23.78,7.95,1.38,0.0
20230118:1310,502.26,4.6,106.4,2.7,20.33,8.26,2.07,0.0
20230118:1410,1317.24,134.99,129.42,3.62,14.53,8.4,2.41,0.0
20230118:1510,246.24,19.96,42.32,1.07,6.92,7.8,1.72,0.0
20230118:1610,0.0,0.0,0.0,0.0,0.0,7.08,1.38,0.0
20230118:1710,0.0,0.0,0.0,0.0,0.0,5.87,1.31,0.0
20230118:1810,0.0,0.0,0.0,0.0,0.0,4.6,1.31,0.0
20230118:1910,0.0,0.0,0.0,0.0,0.0,3.93,1.03,0.0
20230118:2010,0.0,0.0,0.0,0.0,0.0,4.13,0.76,0.0
20230118:2110,0.0,0.0,0.0,0.0,0.0,3.97,0.76,0.0
20230118:2210,0.0,0.0,0.0,0.0,0.0,4.16,1.1,0.0
20230118:2310,0.0,0.0,0.0,0.0,0.0,3.94,1.59,0.0
20230119:0010,0.0,0.0,0.0,0.0,0.0,3.72,1.79,0.0
20230119:0110,0.0,0.0,0.0,0.0,0.0,3.18,1.93,0.0
20230119:0210,0.0,0.0,0.0,0.0,0.0,3.06,1.79,0.0
20230119:0310,0.0,0.0,0.0,0.0,0.0,3.01,1.59,0.0
20230119:0410,0.0,0.0,0.0,0.0,0.0,3.19,1.52,0.0
20230119:0510,0.0,0.0,0.0,0.0,0.0,3.04,1.66,0.0
20230119:0610,0.0,0.0,0.0,0.0,0.0,3.09,1.72,0.0
20230119:0710,44.1,7.75,11.12,0.29,2.79,2.49,1.03,0.0
20230119:0810,190.44,0.0,49.7,1.25,11.13,3.2,1.31,0.0
20230119:0910,267.12,0.0,64.79,1.63,17.9,3.89,2.34,0.0
20230119:1010,416.76,0.0,93.2,2.35,22.59,4.2,2.83,0.0
20230119:1110,350.58,0.0,80.77,2.03,24.71,4.33,3.24,0.0
20230119:1210,2614.44,285.54,221.96,7.02,24.0,4.39,3.52,0.0
20230119:1310,79.08,0.0,26.63,0.67,20.55,4.56,4.14,0.0
20230119:1410,63.48,0.0,23.08,0.58,14.75,4.54,4.21,0.0
20230119:1510,722.88,89.52,62.63,1.59,7.13,4.41,3.45,0.0
20230119:1610,0.0,0.0,0.0,0.0,0.0,4.0,2.83,0.0
20230119:1710,0.0,0.0,0.0,0.0,0.0,3.49,2.69,0.0
20230119:1810,0.0,0.0,0.0,0.0,0.0,3.29,2.62,0.0
20230119:1910,0.0,0.0,0.0,0.0,0.0,3.84,1.93,0.0
20230119:2010,0.0,0.0,0.0,0.0,0.0,3.64,2.21,0.0
20230119:2110,0.0,0.0,0.0,0.0,0.0,3.34,2.07,0.0
20230119:2210,0.0,0.0,0.0,0.0,0.0,3.07,1.93,0.0
20230119:2310,0.0,0.0,0.0,0.0,0.0,2.75,2.28,0.0
20230120:0010,0.0,0.0,0.0,0.0,0.0,2.4,2.62,0.0
20230120:0110,0.0,0.0,0.0,0.0,0.0,1.75,2.34,0.0
20230120:0210,0.0,0.0,0.0,0.0,0.0,1.46,2.48,0.0
20230120:0310,0.0,0.0,0.0,0.0,0.0,1.36,2.76,0.0
20230120:0410,0.0,0.0,0.0,0.0,0.0,1.4,2.97,0.0
20230120:0510,0.0,0.0,0.0,0.0,0.0,1.54,2.9,0.0
20230120:0610,0.0,0.0,0.0,0.0,0.0,2.05,2.41,0.0
20230120:0710,46.74,7.43,12.03,0.31,2.91,1.87,2.55,0.0
20230120:0810,1432.44,172.23,107.55,3.06,11.27,2.08,2.69,0.0
20230120:0910,1576.32,143.39,162.04,4.58,18.07,2.97,2.76,0.0
20230120:1010,866.82,24.13,151.38,3.93,22.78,3.73,2.76,0.0
20230120:1110,934.26,23.42,165.41,4.29,24.92,4.79,2.62,0.0
20230120:1210,3438.48,481.39,203.61,8.18,24.22,5.9,3.52,0.0
20230120:1310,3748.44,636.74,119.33,7.82,20.77,6.35,3.45,0.0
20230120:1410,2771.52,439.88,108.18,5.19,14.97,6.82,3.52,0.0
20230120:1510,1453.08,227.73,66.74,2.12,7.35,6.47,2.48,0.0
20230120:1610,0.0,0.0,0.0,0.0,0.0,5.61,1.86,0.0
20230120:1710,0.0,0.0,0.0,0.0,0.0,4.13,1.72,0.0
20230120:1810,0.0,0.0,0.0,0.0,0.0,3.15,1.79,0.0
20230120:1910,0.0,0.0,0.0,0.0,0.0,3.01,1.52,0.0
20230120:2010,0.0,0.0,0.0,0.0,0.0,2.3,1.52,0.0
20230120:2110,0.0,0.0,0.0,0.0,0.0,2.05,1.52,0.0
20230120:2210,0.0,0.0,0.0,0.0,0.0,2.28,1.59,0.0
20230120:2310,0.0,0.0,0.0,0.0,0.0,2.32,1.93,0.0
20230121:0010,0.0,0.0,0.0,0.0,0.0,2.11,2.14,0.0
20230121:0110,0.0,0.0,0.0,0.0,0.0,1.59,2.41,0.0
20230121:0210,0.0,0.0,0.0,0.0,0.0,0.98,2.48,0.0
20230121:0310,0.0,0.0,0.0,0.0,0.0,0.82,2.48,0.0
20230121:0410,0.0,0.0,0.0,0.0,0.0,0.36,2.69,0.0
20230121:0510,0.0,0.0,0.0,0.0,0.0,0.22,2.83,0.0
20230121:0610,0.0,0.0,0.0,0.0,0.0,0.04,2.9,0.0
20230121:0710,346.26,64.13,19.34,0.56,3.03,0.65,1.31,0.0
20230121:0810,274.02,5.87,59.63,1.52,11.41,1.07,1.03,0.0
20230121:0910,652.8,18.97,117.46,3.04,18.24,3.01,1.24,0.0
20230121:1010,1771.02,143.81,203.1,5.74,22.98,4.69,1.66,0.0
20230121:1110,677.1,4.23,138.3,3.51,25.14,5.93,2.07,0.0
20230121:1210,1221.18,57.64,185.93,4.96,24.45,6.52,2.55,0.0
20230121:1310,1198.38,71.94,167.43,4.51,21.0,6.96,2.9,0.0
20230121:1410,806.76,51.16,115.54,3.06,15.2,6.82,2.83,0.0
20230121:1510,392.88,37.03,53.48,1.36,7.57,6.32,2.0,0.0
20230121:1610,0.0,0.0,0.0,0.0,0.0,5.44,1.66,0.0
20230121:1710,0.0,0.0,0.0,0.0,0.0,4.56,1.24,0.0
20230121:1810,0.0,0.0,0.0,0.0,0.0,4.01,0.9,0.0
20230121:1910,0.0,0.0,0.0,0.0,0.0,3.1,1.17,0.0
20230121:2010,0.0,0.0,0.0,0.0,0.0,3.04,1.38,0.0
20230121:2110,0.0,0.0,0.0,0.0,0.0,3.0,1.66,0.0
20230121:2210,0.0,0.0,0.0,0.0,0.0,2.91,1.93,0.0
20230121:2310,0.0,0.0,0.0,0.0,0.0,2.75,1.93,0.0
20230122:0010,0.0,0.0,0.0,0.0,0.0,2.6,1.66,0.0
20230122:0110,0.0,0.0,0.0,0.0,0.0,2.56,1.52,0.0
20230122:0210,0.0,0.0,0.0,0.0,0.0,2.48,1.79,0.0
20230122:0310,0.0,0.0,0.0,0.0,0.0,2.5,2.07,0.0
20230122:0410,0.0,0.0,0.0,0.0,0.0,2.58,2.34,0.0
20230122:0510,0.0,0.0,0.0,0.0,0.0,2.76,2.9,0.0
20230122:0610,0.0,0.0,0.0,0.0,0.0,2.73,3.17,0.0
20230122:0710,0.0,0.0,2.66,0.07,3.16,3.25,3.59,0.0
20230122:0810,60.06,0.0,22.19,0.56,11.56,3.31,3.86,0.0
20230122:0910,521.4,7.05,105.14,2.68,18.41,3.81,4.0,0.0
20230122:1010,392.4,0.0,88.76,2.24,23.18,4.85,4.0,0.0
20230122:1110,518.52,0.0,112.72,2.84,25.36,5.87,3.86,0.0
20230122:1210,1750.74,131.47,211.32,5.95,24.68,6.54,3.31,0.0
20230122:1310,3517.56,553.03,147.63,7.6,21.24,7.19,4.41,0.0
20230122:1410,1630.92,179.55,141.51,4.16,15.43,7.13,3.66,0.0
20230122:1510,167.22,7.23,38.56,0.98,7.79,6.71,2.76,0.0
20230122:1610,0.0,0.0,0.0,0.0,0.0,6.13,2.41,0.0
20230122:1710,0.0,0.0,0.0,0.0,0.0,5.12,2.21,0.0
20230122:1810,0.0,0.0,0.0,0.0,0.0,4.57,2.34,0.0
20230122:1910,0.0,0.0,0.0,0.0,0.0,4.82,3.31,0.0
20230122:2010,0.0,0.0,0.0,0.0,0.0,4.84,3.66,0.0
20230122:2110,0.0,0.0,0.0,0.0,0.0,4.78,3.66,0.0
20230122:2210,0.0,0.0,0.0,0.0,0.0,4.91,3.79,0.0
20230122:2310,0.0,0.0,0.0,0.0,0.0,4.84,3.45,0.0
20230123:0010,0.0,0.0,0.0,0.0,0.0,4.88,2.97,0.0
20230123:0110,0.0,0.0,0.0,0.0,0.0,4.7,2.48,0.0
20230123:0210,0.0,0.0,0.0,0.0,0.0,4.43,2.34,0.0
20230123:0310,0.0,0.0,0.0,0.0,0.0,4.28,2.28,0.0
20230123:0410,0.0,0.0,0.0,0.0,0.0,3.89,2.21,0.0
20230123:0510,0.0,0.0,0.0,0.0,0.0,3.37,2.14,0.0
20230123:0610,0.0,0.0,0.0,0.0,0.0,3.24,2.14,0.0
20230123:0710,256.98,45.81,20.06,0.56,3.3,3.25,3.1,0.0
20230123:0810,146.64,0.0,40.83,1.03,11.72,3.14,2.97,0.0
20230123:0910,103.86,0.0,31.95,0.8,18.6,3.66,3.31,0.0
20230123:1010,107.4,0.0,32.84,0.83,23.39,4.82,4.0,0.0
20230123:1110,110.94,0.0,33.73,0.85,25.59,5.91,4.9,0.0
20230123:1210,329.1,0.0,77.22,1.94,24.92,6.51,5.86,0.0
20230123:1310,416.76,0.0,94.08,2.37,21.48,7.45,6.9,0.0
20230123:1410,44.04,0.0,18.64,0.47,15.66,7.75,7.72,0.0
20230123:1510,6.42,0.0,7.99,0.2,8.01,7.73,7.38,0.0
20230123:1610,0.0,0.0,0.0,0.0,0.0,7.37,6.48,0.0
20230123:1710,0.0,0.0,0.0,0.0,0.0,7.15,5.45,0.0
20230123:1810,0.0,0.0,0.0,0.0,0.0,6.7,4.76,0.0
20230123:1910,0.0,0.0,0.0,0.0,0.0,6.86,4.62,0.0
20230123:2010,0.0,0.0,0.0,0.0,0.0,6.64,4.0,0.0
20230123:2110,0.0,0.0,0.0,0.0,0.0,6.48,3.59,0.0
20230123:2210,0.0,0.0,0.0,0.0,0.0,6.22,3.38,0.0
20230123:2310,0.0,0.0,0.0,0.0,0.0,6.03,3.24,0.0
20230124:0010,0.0,0.0,0.0,0.0,0.0,6.07,3.03,0.0
20230124:0110,0.0,0.0,0.0,0.0,0.0,5.61,2.76,0.0
20230124:0210,0.0,0.0,0.0,0.0,0.0,5.44,2.21,0.0
20230124:0310,0.0,0.0,0.0,0.0,0.0,4.98,1.93,0.0
20230124:0410,0.0,0.0,0.0,0.0,0.0,4.22,1.86,0.0
20230124:0510,0.0,0.0,0.0,0.0,0.0,3.76,1.79,0.0
20230124:0610,0.0,0.0,0.0,0.0,0.0,3.74,1.72,0.0
20230124:0710,48.66,6.27,13.78,0.36,3.44,5.08,2.55,0.0
20230124:0810,537.54,33.88,82.87,2.17,11.89,6.03,2.21,0.0
20230124:0910,1684.92,166.45,167.71,4.89,18.79,7.38,1.86,0.0
20230124:1010,2773.38,347.86,210.99,7.29,23.6,9.08,2.28,0.0
20230124:1110,4112.82,747.03,130.47,9.81,25.82,9.8,2.0,0.0
20230124:1210,3991.8,717.34,133.17,9.48,25.17,10.55,2.0,0.0
20230124:1310,3277.8,522.13,157.8,7.6,21.72,10.82,1.93,0.0
20230124:1410,1265.76,121.09,136.61,3.84,15.9,10.9,2.07,0.0
20230124:1510,482.94,48.22,61.39,1.59,8.24,10.57,1.86,0.0
20230124:1610,0.0,0.0,0.0,0.0,0.0,9.48,1.79,0.0
20230124:1710,0.0,0.0,0.0,0.0,0.0,8.31,1.72,0.0
20230124:1810,0.0,0.0,0.0,0.0,0.0,7.49,1.86,0.0
20230124:1910,0.0,0.0,0.0,0.0,0.0,6.91,2.21,0.0
20230124:2010,0.0,0.0,0.0,0.0,0.0,6.67,2.28,0.0
20230124:2110,0.0,0.0,0.0,0.0,0.0,6.82,2.41,0.0
20230124:2210,0.0,0.0,0.0,0.0,0.0,6.82,2.48,0.0
20230124:2310,0.0,0.0,0.0,0.0,0.0,6.74,2.34,0.0
20230125:0010,0.0,0.0,0.0,0.0,0.0,6.63,2.07,0.0
20230125:0110,0.0,0.0,0.0,0.0,0.0,6.61,2.0,0.0
20230125:0210,0.0,0.0,0.0,0.0,0.0,6.55,2.07,0.0
20230125:0310,0.0,0.0,0.0,0.0,0.0,6.54,2.34,0.0
20230125:0410,0.0,0.0,0.0,0.0,0.0,6.54,2.55,0.0
20230125:0510,0.0,0.0,0.0,0.0,0.0,6.42,2.76,0.0
20230125:0610,0.0,0.0,0.0,0.0,0.0,6.01,2.83,0.0
20230125:0710,589.14,108.23,25.47,0.8,3.59,6.14,3.1,0.0
20230125:0810,2267.52,356.67,92.31,4.02,12.06,6.34,2.97,0.0
20230125:0910,3442.08,591.26,104.72,7.11,18.98,6.96,2.76,0.0
20230125:1010,3767.64,625.07,149.69,8.69,23.82,7.99,2.69,0.0
20230125:1110,4230.6,729.66,138.23,9.81,26.06,9.16,4.62,0.0
20230125:1210,2767.68,319.81,229.24,7.6,25.42,9.59,4.41,0.0
20230125:1310,3817.26,667.94,112.54,8.34,21.97,9.58,3.93,0.0
20230125:1410,2780.52,442.14,113.56,5.57,16.14,9.6,3.86,0.0
20230125:1510,1155.96,161.52,76.45,2.21,8.47,9.09,3.31,0.0
20230125:1610,0.0,0.0,0.0,0.0,0.0,8.23,2.9,0.0
20230125:1710,0.0,0.0,0.0,0.0,0.0,7.06,2.55,0.0
20230125:1810,0.0,0.0,0.0,0.0,0.0,6.29,2.34,0.0
20230125:1910,0.0,0.0,0.0,0.0,0.0,5.84,2.48,0.0
20230125:2010,0.0,0.0,0.0,0.0,0.0,5.28,2.41,0.0
20230125:2110,0.0,0.0,0.0,0.0,0.0,4.65,2.28,0.0
20230125:2210,0.0,0.0,0.0,0.0,0.0,4.21,2.14,0.0
20230125:2310,0.0,0.0,0.0,0.0,0.0,3.85,2.07,0.0
20230126:0010,0.0,0.0,0.0,0.0,0.0,3.45,2.14,0.0
20230126:0110,0.0,0.0,0.0,0.0,0.0,3.28,2.28,0.0
20230126:0210,0.0,0.0,0.0,0.0,0.0,2.99,2.55,0.0
20230126:0310,0.0,0.0,0.0,0.0,0.0,2.8,2.41,0.0
20230126:0410,0.0,0.0,0.0,0.0,0.0,2.84,2.21,0.0
20230126:0510,0.0,0.0,0.0,0.0,0.0,2.76,2.07,0.0
20230126:0610,0.0,0.0,0.0,0.0,0.0,2.28,1.93,0.0
20230126:0710,669.42,121.08,26.51,0.87,3.75,2.33,1.86,0.0
20230126:0810,2286.54,354.68,96.45,4.11,12.24,3.22,1.52,0.0
20230126:0910,3268.44,522.45,132.91,6.95,19.19,4.9,2.14,0.0
20230126:1010,3995.94,685.75,134.94,9.12,24.05,5.99,2.62,0.0
20230126:1110,4349.58,775.88,129.39,10.21,26.31,6.93,3.03,0.0
20230126:1210,3535.92,501.07,212.13,8.78,25.67,7.09,3.24,0.0
20230126:1310,3591.06,576.09,151.04,8.09,22.23,7.23,3.1,0.0
20230126:1410,2942.52,478.09,109.7,5.86,16.39,7.17,2.9,0.0
20230126:1510,1038.48,134.82,78.76,2.19,8.71,6.88,2.41,0.0
20230126:1610,0.0,0.0,0.0,0.0,0.0,6.12,1.93,0.0
20230126:1710,0.0,0.0,0.0,0.0,0.0,5.14,1.93,0.0
20230126:1810,0.0,0.0,0.0,0.0,0.0,4.28,2.14,0.0
20230126:1910,0.0,0.0,0.0,0.0,0.0,3.22,2.21,0.0
20230126:2010,0.0,0.0,0.0,0.0,0.0,2.6,2.41,0.0
20230126:2110,0.0,0.0,0.0,0.0,0.0,2.26,2.48,0.0
20230126:2210,0.0,0.0,0.0,0.0,0.0,1.88,2.48,0.0
20230126:2310,0.0,0.0,0.0,0.0,0.0,1.72,2.34,0.0
20230127:0010,0.0,0.0,0.0,0.0,0.0,1.65,2.21,0.0
20230127:0110,0.0,0.0,0.0,0.0,0.0,1.35,2.28,0.0
20230127:0210,0.0,0.0,0.0,0.0,0.0,0.91,2.21,0.0
20230127:0310,0.0,0.0,0.0,0.0,0.0,0.57,2.14,0.0
20230127:0410,0.0,0.0,0.0,0.0,0.0,0.15,2.21,0.0
20230127:0510,0.0,0.0,0.0,0.0,0.0,-0.39,2.21,0.0
20230127:0610,0.0,0.0,0.0,0.0,0.0,-0.7,2.07,0.0
20230127:0710,752.16,132.73,28.95,0.96,3.91,-0.56,1.86,0.0
20230127:0810,2260.44,336.34,103.36,4.14,12.42,0.41,1.52,0.0
20230127:0910,3281.52,520.04,136.64,7.04,19.4,3.75,1.86,0.0
20230127:1010,3784.08,599.28,170.3,8.87,24.28,5.24,2.48,0.0
20230127:1110,4294.02,713.63,157.76,10.06,26.56,6.41,4.48,0.0
20230127:1210,2024.52,163.78,230.2,6.64,25.93,6.86,4.55,0.0
20230127:1310,4030.5,706.06,110.19,8.81,22.49,6.95,4.14,0.0
20230127:1410,3040.62,494.05,108.58,6.03,16.64,6.91,3.86,0.0
20230127:1510,1578.78,237.87,79.42,2.68,8.94,6.38,2.76,0.0
20230127:1610,0.0,0.0,0.0,0.0,0.0,5.38,2.07,0.0
20230127:1710,0.0,0.0,0.0,0.0,0.0,4.28,1.93,0.0
20230127:1810,0.0,0.0,0.0,0.0,0.0,3.23,2.14,0.0
20230127:1910,0.0,0.0,0.0,0.0,0.0,2.84,2.34,0.0
20230127:2010,0.0,0.0,0.0,0.0,0.0,2.57,2.28,0.0
20230127:2110,0.0,0.0,0.0,0.0,0.0,2.12,2.28,0.0
20230127:2210,0.0,0.0,0.0,0.0,0.0,1.7,2.14,0.0
20230127:2310,0.0,0.0,0.0,0.0,0.0,0.97,2.07,0.0
20230128:0010,0.0,0.0,0.0,0.0,0.0,0.52,1.93,0.0
20230128:0110,0.0,0.0,0.0,0.0,0.0,0.59,1.79,0.0
20230128:0210,0.0,0.0,0.0,0.0,0.0,0.86,1.79,0.0
20230128:0310,0.0,0.0,0.0,0.0,0.0,1.13,1.66,0.0
20230128:0410,0.0,0.0,0.0,0.0,0.0,0.73,1.72,0.0
20230128:0510,0.0,0.0,0.0,0.0,0.0,0.2,1.72,0.0
20230128:0610,0.0,0.0,0.0,0.0,0.0,-0.55,1.72,0.0
20230128:0710,480.48,79.61,29.15,0.85,4.08,-0.57,1.86,0.0
20230128:0810,2093.7,299.65,108.43,4.02,12.61,1.17,1.45,0.0
20230128:0910,3310.68,533.18,129.01,7.11,19.61,3.36,1.79,0.0
20230128:1010,3957.0,673.58,138.81,9.19,24.52,5.04,2.21,0.0
20230128:1110,3479.16,480.52,224.39,8.99,26.82,6.0,2.28,0.0
20230128:1210,3732.9,567.06,196.24,9.23,26.2,6.93,2.62,0.0
20230128:1310,3745.98,634.35,130.6,8.47,22.75,7.58,2.97,0.0
20230128:1410,2749.74,422.29,127.49,5.79,16.89,7.5,2.48,0.0
20230128:1510,1649.04,257.76,75.95,2.79,9.18,7.35,2.07,0.0
20230128:1610,0.0,0.0,0.0,0.0,0.0,6.39,1.59,0.0
20230128:1710,0.0,0.0,0.0,0.0,0.0,4.95,1.45,0.0
20230128:1810,0.0,0.0,0.0,0.0,0.0,3.29,1.38,0.0
20230128:1910,0.0,0.0,0.0,0.0,0.0,1.7,1.66,0.0
20230128:2010,0.0,0.0,0.0,0.0,0.0,0.94,1.72,0.0
20230128:2110,0.0,0.0,0.0,0.0,0.0,0.23,1.86,0.0
20230128:2210,0.0,0.0,0.0,0.0,0.0,-0.19,1.86,0.0
20230128:2310,0.0,0.0,0.0,0.0,0.0,-0.23,1.72,0.0
20230129:0010,0.0,0.0,0.0,0.0,0.0,-0.31,1.59,0.0
20230129:0110,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0
20230129:0210,0.0,0.0,0.0,0.0,0.0,0.08,1.1,0.0
20230129:0310,0.0,0.0,0.0,0.0,0.0,-0.33,1.1,0.0
20230129:0410,0.0,0.0,0.0,0.0,0.0,-0.94,1.17,0.0
20230129:0510,0.0,0.0,0.0,0.0,0.0,-1.48,1.24,0.0
20230129:0610,0.0,0.0,0.0,0.0,0.0,-1.3,1.1,0.0
20230129:0710,687.96,117.19,31.7,1.01,4.25,-1.04,1.24,0.0
20230129:0810,2215.5,329.82,103.83,4.2,12.81,0.59,0.83,0.0
20230129:0910,1765.68,167.99,177.84,5.23,19.83,3.52,0.97,0.0
20230129:1010,3917.82,684.97,137.31,9.34,24.77,5.47,1.1,0.0
20230129:1110,4119.66,733.77,146.58,10.24,27.08,6.68,1.1,0.0
20230129:1210,3916.56,677.94,160.67,9.81,26.47,7.42,0.76,0.0
20230129:1310,3664.44,645.81,129.03,8.63,23.02,7.6,0.76,0.0
20230129:1410,2854.44,468.73,115.65,6.06,17.15,7.69,0.83,0.0
20230129:1510,1623.66,252.14,79.12,2.86,9.43,7.48,0.83,0.0
20230129:1610,0.0,0.0,0.0,0.0,0.0,6.78,0.9,0.0
20230129:1710,0.0,0.0,0.0,0.0,0.0,4.66,1.38,0.0
20230129:1810,0.0,0.0,0.0,0.0,0.0,3.31,1.31,0.0
20230129:1910,0.0,0.0,0.0,0.0,0.0,1.88,1.66,0.0
20230129:2010,0.0,0.0,0.0,0.0,0.0,1.74,1.31,0.0
20230129:2110,0.0,0.0,0.0,0.0,0.0,2.65,0.83,0.0
20230129:2210,0.0,0.0,0.0,0.0,0.0,2.15,0.41,0.0
20230129:2310,0.0,0.0,0.0,0.0,0.0,1.76,0.48,0.0
20230130:0010,0.0,0.0,0.0,0.0,0.0,1.33,0.34,0.0
20230130:0110,0.0,0.0,0.0,0.0,0.0,1.01,0.14,0.0
20230130:0210,0.0,0.0,0.0,0.0,0.0,0.67,0.41,0.0
20230130:0310,0.0,0.0,0.0,0.0,0.0,0.03,0.97,0.0
20230130:0410,0.0,0.0,0.0,0.0,0.0,-2.04,1.38,0.0
20230130:0510,0.0,0.0,0.0,0.0,0.0,-2.59,1.52,0.0
20230130:0610,0.0,0.0,0.0,0.0,0.0,-2.67,1.52,0.0
20230130:0710,495.42,78.3,32.63,0.94,4.43,-1.91,1.03,0.0
20230130:0810,2151.0,309.63,109.59,4.2,13.01,-0.34,0.69,0.0
